Date,Region,BBQ_Meals_Sold,Avg_Spend_£,Profit_Margin_pct,Age_Group,Income_Category
2027-08-31,Wales,946,3.76,24.67,55+,Low
2027-09-01,Northern Ireland,806,6.22,26.7,55+,Low
2027-09-02,England,192,3.57,17.37,55+,Medium
2027-09-03,England,601,2.03,32.76,25-34,Low
2027-09-04,Scotland,938,5.3,23.2,18-24,Medium
2027-09-05,Northern Ireland,50,8.78,19.31,35-44,Low
2027-09-06,Wales,576,5.91,27.97,55+,High
2027-09-07,Wales,962,8.65,25.81,25-34,Low
2027-09-08,Northern Ireland,736,3.99,22.64,25-34,Medium
2027-09-09,Scotland,885,5.4,19.19,18-24,Medium
2027-09-10,Northern Ireland,272,9.29,28.54,18-24,High
2027-09-11,Wales,227,7.26,23.84,18-24,Medium
2027-09-12,Wales,324,8.46,27.86,55+,High
2027-09-13,Wales,747,7.4,25.61,25-34,Low
2027-09-14,England,533,9.12,18.72,18-24,Low
2027-09-15,Wales,258,4.64,21.05,25-34,Low
2027-09-16,England,248,6.27,18.76,18-24,Low
2027-09-17,Northern Ireland,640,2.0,15.05,55+,Low
2027-09-18,Wales,441,4.54,32.47,35-44,Low
2027-09-19,Wales,478,4.74,27.27,35-44,Low
2027-09-20,Northern Ireland,1143,5.53,27.45,25-34,High
2027-09-21,Wales,110,7.24,24.89,45-54,Medium
2027-09-22,England,850,2.96,26.91,35-44,High
2027-09-23,Scotland,261,7.71,26.13,25-34,Medium
2027-09-24,England,1051,4.59,34.04,25-34,High
2027-09-25,Scotland,334,2.0,20.77,55+,Low
2027-09-26,England,309,5.71,22.02,55+,Medium
2027-09-27,Scotland,813,7.2,20.91,35-44,Low
