transaction_id,meal_type,sales_amount,cost_of_goods_sold,customer_age,customer_gender,customer_income_bracket,profit,profit_margin_pct
2332,Noodles,37.81,9.05,62,Female,Middle,28.76,76.06
2333,Noodles,14.53,21.11,25,Female,Middle,-6.58,-45.29
2334,Sweet & Sour Pork,37.56,4.63,40,Female,Middle,32.93,87.67
2335,Noodles,54.79,27.64,37,Non-Binary,Middle,27.15,49.55
2336,Noodles,18.14,39.24,58,Non-Binary,High,-21.1,-116.32
2337,Spring Rolls,26.55,33.85,52,Male,Low,-7.300000000000001,-27.5
2338,Dim Sum,26.75,8.41,47,Non-Binary,Low,18.34,68.56
2339,Dim Sum,63.39,14.5,52,Male,Low,48.89,77.13
2340,Spring Rolls,28.04,37.69,29,Non-Binary,Middle,-9.649999999999999,-34.42
2341,Spring Rolls,9.5,39.96,57,Female,Middle,-30.46,-320.63
2342,Fried Rice,62.96,25.67,62,Male,Middle,37.29,59.23
2343,Spring Rolls,68.16,3.62,67,Non-Binary,Low,64.53999999999999,94.69
2344,Spring Rolls,53.59,34.74,43,Non-Binary,Middle,18.85,35.17
2345,Sweet & Sour Pork,15.72,4.37,58,Female,Low,11.350000000000001,72.2
2346,Hot Pot,45.07,6.02,25,Male,Low,39.05,86.64
2347,Hot Pot,63.59,32.18,39,Non-Binary,Middle,31.410000000000004,49.39
2348,Sweet & Sour Pork,56.29,26.11,32,Female,Middle,30.18,53.62
2349,Hot Pot,61.63,11.72,27,Non-Binary,Low,49.910000000000004,80.98
2350,Spring Rolls,31.56,17.0,42,Non-Binary,High,14.559999999999999,46.13
2351,Sweet & Sour Pork,69.51,31.88,28,Male,Middle,37.63000000000001,54.14
2352,Kung Pao Chicken,14.94,40.39,60,Male,Middle,-25.450000000000003,-170.35
2353,Sweet & Sour Pork,39.7,27.81,55,Male,Low,11.890000000000004,29.95
2354,Hot Pot,64.69,15.47,34,Female,Middle,49.22,76.09
2355,Kung Pao Chicken,58.97,23.46,43,Female,Middle,35.51,60.22
2356,Fried Rice,38.99,41.75,67,Non-Binary,Middle,-2.759999999999998,-7.08
2357,Noodles,41.05,44.24,52,Female,Low,-3.190000000000005,-7.77
2358,Dim Sum,42.92,33.2,42,Non-Binary,Middle,9.719999999999999,22.65
2359,Fried Rice,45.37,37.34,22,Male,Low,8.029999999999994,17.7
2360,Sweet & Sour Pork,12.73,19.83,29,Non-Binary,Middle,-7.099999999999998,-55.77
2361,Hot Pot,44.57,20.65,31,Male,Low,23.92,53.67
2362,Dim Sum,49.89,37.11,59,Female,Low,12.780000000000001,25.62
2363,Spring Rolls,53.79,13.95,18,Female,Middle,39.84,74.07
2364,Hot Pot,20.47,17.74,53,Male,High,2.7300000000000004,13.34
2365,Dim Sum,35.76,24.93,35,Male,Middle,10.829999999999998,30.29
2366,Sweet & Sour Pork,38.45,19.05,63,Non-Binary,High,19.400000000000002,50.46
2367,Kung Pao Chicken,51.91,40.89,33,Male,High,11.019999999999996,21.23
2368,Fried Rice,29.58,42.94,53,Male,Middle,-13.36,-45.17
2369,Dim Sum,62.66,31.56,21,Male,Middle,31.099999999999998,49.63
2370,Spring Rolls,41.36,43.78,34,Non-Binary,Low,-2.4200000000000017,-5.85
2371,Sweet & Sour Pork,40.96,23.57,35,Female,Middle,17.39,42.46
2372,Sweet & Sour Pork,9.86,32.17,55,Male,Middle,-22.310000000000002,-226.27
2373,Hot Pot,58.78,38.64,57,Female,Middle,20.14,34.26
2374,Noodles,34.33,43.72,61,Non-Binary,Middle,-9.39,-27.35
2375,Fried Rice,17.64,38.2,30,Female,Low,-20.560000000000002,-116.55
2376,Hot Pot,20.28,28.67,50,Non-Binary,Middle,-8.39,-41.37
2377,Sweet & Sour Pork,51.62,42.84,51,Non-Binary,Low,8.779999999999994,17.01
2378,Spring Rolls,42.46,43.71,53,Male,Low,-1.25,-2.94
2379,Sweet & Sour Pork,65.64,25.28,54,Non-Binary,Middle,40.36,61.49
2380,Kung Pao Chicken,21.78,16.11,27,Non-Binary,Middle,5.670000000000002,26.03
2381,Noodles,63.24,30.96,50,Non-Binary,Middle,32.28,51.04
2382,Sweet & Sour Pork,26.79,16.81,45,Male,Middle,9.98,37.25
2383,Sweet & Sour Pork,57.69,10.92,68,Non-Binary,Low,46.769999999999996,81.07
2384,Sweet & Sour Pork,13.65,32.08,67,Male,Low,-18.43,-135.02
2385,Hot Pot,49.7,20.7,53,Non-Binary,Middle,29.000000000000004,58.35
2386,Spring Rolls,41.43,41.26,41,Non-Binary,Middle,0.1700000000000017,0.41
2387,Kung Pao Chicken,27.14,44.32,65,Male,High,-17.18,-63.3
2388,Dim Sum,63.13,11.53,32,Male,Low,51.6,81.74
2389,Spring Rolls,35.12,16.74,18,Non-Binary,Low,18.38,52.33
2390,Dim Sum,67.3,18.3,66,Male,Middle,49.0,72.81
2391,Kung Pao Chicken,25.08,18.79,64,Female,High,6.289999999999999,25.08
2392,Hot Pot,10.53,25.55,48,Female,Low,-15.020000000000001,-142.64
2393,Hot Pot,52.95,44.36,59,Non-Binary,Low,8.590000000000003,16.22
2394,Sweet & Sour Pork,27.6,20.83,47,Female,Low,6.770000000000003,24.53
2395,Hot Pot,40.06,12.08,31,Female,Middle,27.980000000000004,69.85
2396,Sweet & Sour Pork,19.76,13.16,52,Male,Low,6.600000000000001,33.4
2397,Fried Rice,56.59,32.58,46,Non-Binary,High,24.010000000000005,42.43
2398,Dim Sum,36.4,5.69,66,Male,Middle,30.709999999999997,84.37
2399,Hot Pot,39.06,36.85,44,Non-Binary,Middle,2.210000000000001,5.66
2400,Dim Sum,57.87,33.58,41,Female,Middle,24.29,41.97
2401,Noodles,68.25,11.22,34,Female,High,57.03,83.56
2402,Sweet & Sour Pork,13.85,18.17,58,Non-Binary,Low,-4.320000000000002,-31.19
2403,Sweet & Sour Pork,22.46,13.79,64,Male,Low,8.670000000000002,38.6
2404,Fried Rice,62.26,35.56,62,Female,Low,26.699999999999996,42.88
2405,Spring Rolls,44.68,26.33,55,Male,Middle,18.35,41.07
2406,Noodles,50.79,43.48,68,Male,Middle,7.310000000000002,14.39
2407,Noodles,41.72,29.43,39,Non-Binary,High,12.29,29.46
2408,Spring Rolls,27.29,8.7,57,Non-Binary,Middle,18.59,68.12
2409,Noodles,53.13,11.74,35,Female,Middle,41.39,77.9
2410,Kung Pao Chicken,50.9,15.97,41,Non-Binary,Low,34.93,68.62
2411,Dim Sum,49.37,26.93,31,Female,Low,22.439999999999998,45.45
2412,Spring Rolls,35.1,40.89,54,Female,Middle,-5.789999999999999,-16.5
2413,Noodles,27.17,30.64,49,Non-Binary,Middle,-3.469999999999999,-12.77
2414,Dim Sum,47.41,41.39,30,Female,Middle,6.019999999999996,12.7
2415,Noodles,49.93,11.17,64,Female,Middle,38.76,77.63
2416,Hot Pot,63.78,14.94,44,Male,Middle,48.84,76.58
2417,Hot Pot,19.7,28.36,32,Non-Binary,High,-8.66,-43.96
2418,Sweet & Sour Pork,53.1,8.42,57,Male,Middle,44.68,84.14
2419,Hot Pot,24.88,29.97,43,Non-Binary,Middle,-5.09,-20.46
2420,Spring Rolls,35.75,40.32,34,Non-Binary,High,-4.57,-12.78
2421,Hot Pot,28.84,37.85,61,Female,Middle,-9.010000000000002,-31.24
2422,Noodles,66.24,32.04,24,Male,Low,34.199999999999996,51.63
2423,Fried Rice,26.81,32.56,33,Non-Binary,Low,-5.7500000000000036,-21.45
2424,Noodles,24.88,22.32,64,Male,Middle,2.5599999999999987,10.29
2425,Sweet & Sour Pork,31.54,4.62,29,Female,High,26.919999999999998,85.35
2426,Fried Rice,25.5,36.97,58,Female,Middle,-11.469999999999999,-44.98
2427,Noodles,47.97,21.83,40,Female,Low,26.14,54.49
2428,Dim Sum,64.76,23.0,31,Male,Middle,41.760000000000005,64.48
2429,Kung Pao Chicken,54.64,21.51,34,Male,Middle,33.129999999999995,60.63
2430,Dim Sum,62.5,24.33,51,Male,High,38.17,61.07
2431,Spring Rolls,17.32,30.21,61,Non-Binary,High,-12.89,-74.42
2432,Kung Pao Chicken,32.84,23.67,65,Non-Binary,Low,9.170000000000002,27.92
2433,Kung Pao Chicken,21.8,21.53,58,Female,Low,0.2699999999999996,1.24
2434,Dim Sum,57.22,25.28,54,Male,Middle,31.939999999999998,55.82
2435,Hot Pot,26.14,19.02,67,Male,Middle,7.120000000000001,27.24
2436,Sweet & Sour Pork,20.93,36.24,39,Non-Binary,Middle,-15.310000000000002,-73.15
2437,Noodles,38.08,37.62,54,Female,Middle,0.46000000000000085,1.21
2438,Noodles,57.96,7.39,49,Female,High,50.57,87.25
2439,Sweet & Sour Pork,12.58,28.88,66,Female,High,-16.299999999999997,-129.57
2440,Sweet & Sour Pork,28.3,10.55,32,Non-Binary,Low,17.75,62.72
2441,Noodles,29.16,9.67,22,Non-Binary,Low,19.490000000000002,66.84
2442,Sweet & Sour Pork,18.05,15.57,40,Male,Middle,2.4800000000000004,13.74
2443,Spring Rolls,24.78,19.95,58,Male,Middle,4.830000000000002,19.49
2444,Hot Pot,31.39,4.15,51,Non-Binary,Middle,27.240000000000002,86.78
2445,Noodles,66.55,13.01,22,Female,High,53.54,80.45
2446,Hot Pot,58.45,6.48,64,Female,High,51.97,88.91
2447,Spring Rolls,43.14,9.36,63,Female,Low,33.78,78.3
2448,Sweet & Sour Pork,64.11,17.1,63,Female,High,47.01,73.33
2449,Kung Pao Chicken,41.37,25.68,58,Female,Middle,15.689999999999998,37.93
2450,Fried Rice,36.57,39.97,56,Non-Binary,High,-3.3999999999999986,-9.3
2451,Noodles,60.98,39.62,62,Female,Middle,21.36,35.03
2452,Fried Rice,63.93,44.27,53,Female,Low,19.659999999999997,30.75
2453,Sweet & Sour Pork,42.42,37.98,29,Male,Middle,4.440000000000005,10.47
2454,Hot Pot,19.54,4.44,39,Non-Binary,Low,15.099999999999998,77.28
2455,Kung Pao Chicken,43.49,42.1,31,Female,Middle,1.3900000000000006,3.2
2456,Dim Sum,12.1,19.82,35,Non-Binary,Low,-7.720000000000001,-63.8
2457,Sweet & Sour Pork,69.75,39.95,57,Female,Middle,29.799999999999997,42.72
2458,Hot Pot,33.19,39.97,66,Male,High,-6.780000000000001,-20.43
2459,Hot Pot,48.22,3.76,35,Male,Low,44.46,92.2
2460,Dim Sum,25.36,24.31,18,Male,High,1.0500000000000007,4.14
2461,Dim Sum,38.81,40.73,32,Non-Binary,Middle,-1.9199999999999946,-4.95
2462,Spring Rolls,66.71,31.32,32,Non-Binary,Low,35.38999999999999,53.05
2463,Hot Pot,61.01,24.06,43,Female,Low,36.95,60.56
2464,Noodles,46.47,5.44,38,Male,Middle,41.03,88.29
2465,Sweet & Sour Pork,68.12,33.55,27,Male,Low,34.57000000000001,50.75
2466,Kung Pao Chicken,37.11,13.1,42,Male,Middle,24.009999999999998,64.7
2467,Kung Pao Chicken,49.85,40.82,25,Male,Middle,9.030000000000001,18.11
2468,Hot Pot,42.37,21.23,33,Male,Low,21.139999999999997,49.89
2469,Spring Rolls,42.41,14.34,37,Non-Binary,Middle,28.069999999999997,66.19
2470,Sweet & Sour Pork,24.12,43.46,55,Female,High,-19.34,-80.18
2471,Fried Rice,8.99,32.03,38,Non-Binary,Middle,-23.04,-256.28
2472,Kung Pao Chicken,20.99,9.31,32,Male,Middle,11.679999999999998,55.65
2473,Fried Rice,33.92,14.78,62,Female,High,19.14,56.43
2474,Fried Rice,17.7,15.17,63,Male,Middle,2.5299999999999994,14.29
2475,Kung Pao Chicken,56.6,6.91,55,Non-Binary,Middle,49.69,87.79
2476,Kung Pao Chicken,63.5,18.76,69,Male,Low,44.739999999999995,70.46
2477,Hot Pot,33.7,11.18,37,Male,High,22.520000000000003,66.82
2478,Fried Rice,56.59,35.28,56,Female,Middle,21.310000000000002,37.66
2479,Dim Sum,59.93,13.05,64,Male,Middle,46.879999999999995,78.22
2480,Spring Rolls,42.38,44.45,30,Male,High,-2.0700000000000003,-4.88
2481,Fried Rice,65.22,20.56,59,Female,Low,44.66,68.48
2482,Hot Pot,62.96,16.54,61,Female,Middle,46.42,73.73
2483,Kung Pao Chicken,13.75,42.62,35,Non-Binary,Middle,-28.869999999999997,-209.96
2484,Hot Pot,43.29,37.96,34,Male,High,5.329999999999998,12.31
2485,Noodles,65.7,24.52,69,Male,Middle,41.18000000000001,62.68
2486,Noodles,54.16,16.45,58,Female,Middle,37.709999999999994,69.63
2487,Kung Pao Chicken,20.48,43.1,28,Female,High,-22.62,-110.45
2488,Fried Rice,47.51,21.51,41,Non-Binary,Low,25.999999999999996,54.73
2489,Sweet & Sour Pork,32.58,29.53,51,Non-Binary,Low,3.049999999999997,9.36
2490,Noodles,24.33,10.48,44,Male,High,13.849999999999998,56.93
2491,Noodles,54.66,38.4,43,Non-Binary,Middle,16.259999999999998,29.75
2492,Noodles,18.23,18.67,33,Non-Binary,Low,-0.4400000000000013,-2.41
2493,Noodles,52.54,38.01,64,Female,Middle,14.530000000000001,27.66
2494,Fried Rice,34.17,13.18,69,Female,Low,20.990000000000002,61.43
2495,Dim Sum,38.59,9.5,18,Male,Middle,29.090000000000003,75.38
2496,Dim Sum,22.18,12.55,19,Non-Binary,Middle,9.629999999999999,43.42
2497,Kung Pao Chicken,34.68,41.6,48,Female,Low,-6.920000000000002,-19.95
2498,Sweet & Sour Pork,69.39,28.26,36,Non-Binary,Low,41.129999999999995,59.27
2499,Fried Rice,48.35,25.64,54,Non-Binary,Middle,22.71,46.97
2500,Hot Pot,62.86,11.26,53,Female,Middle,51.6,82.09
2501,Kung Pao Chicken,61.69,41.74,52,Female,Middle,19.949999999999996,32.34
2502,Fried Rice,52.36,36.78,69,Female,Low,15.579999999999998,29.76
2503,Fried Rice,15.31,24.63,26,Female,Low,-9.319999999999999,-60.88
2504,Kung Pao Chicken,54.0,32.44,27,Non-Binary,High,21.560000000000002,39.93
2505,Kung Pao Chicken,36.08,7.69,63,Non-Binary,Low,28.389999999999997,78.69
2506,Noodles,57.29,37.07,68,Male,High,20.22,35.29
2507,Fried Rice,41.18,32.71,30,Female,Low,8.469999999999999,20.57
2508,Spring Rolls,14.61,8.31,49,Female,Low,6.299999999999999,43.12
2509,Sweet & Sour Pork,36.01,23.04,64,Male,Middle,12.969999999999999,36.02
2510,Dim Sum,16.49,43.29,49,Female,Middle,-26.8,-162.52
2511,Kung Pao Chicken,56.29,21.28,22,Non-Binary,Low,35.01,62.2
2512,Hot Pot,36.64,40.89,55,Male,Middle,-4.25,-11.6
2513,Noodles,64.56,33.79,45,Male,Middle,30.770000000000003,47.66
2514,Fried Rice,17.23,35.77,29,Male,Low,-18.540000000000003,-107.6
2515,Spring Rolls,31.97,44.13,68,Female,High,-12.160000000000004,-38.04
2516,Sweet & Sour Pork,18.07,37.77,46,Male,Middle,-19.700000000000003,-109.02
2517,Noodles,13.18,35.74,43,Non-Binary,Low,-22.560000000000002,-171.17
2518,Fried Rice,20.54,28.22,32,Non-Binary,Low,-7.68,-37.39
2519,Spring Rolls,9.84,40.54,31,Female,High,-30.7,-311.99
2520,Fried Rice,21.23,3.11,22,Female,High,18.12,85.35
2521,Fried Rice,43.48,15.14,21,Female,Low,28.339999999999996,65.18
2522,Noodles,35.51,13.38,50,Male,Middle,22.129999999999995,62.32
2523,Fried Rice,9.6,36.73,36,Male,Middle,-27.129999999999995,-282.6
2524,Spring Rolls,18.67,3.49,68,Non-Binary,Middle,15.180000000000001,81.31
2525,Sweet & Sour Pork,10.11,43.85,45,Male,Low,-33.74,-333.73
2526,Kung Pao Chicken,51.65,12.1,27,Male,Middle,39.55,76.57
2527,Kung Pao Chicken,24.99,25.18,41,Male,Middle,-0.19000000000000128,-0.76
2528,Sweet & Sour Pork,59.56,6.41,37,Male,Low,53.150000000000006,89.24
2529,Spring Rolls,32.1,8.86,55,Male,Middle,23.240000000000002,72.4
2530,Dim Sum,49.8,14.7,56,Female,Low,35.099999999999994,70.48
2531,Noodles,50.24,32.29,63,Non-Binary,High,17.950000000000003,35.73
2532,Sweet & Sour Pork,57.38,4.48,26,Male,Middle,52.900000000000006,92.19
2533,Noodles,43.37,35.59,49,Female,Middle,7.779999999999994,17.94
2534,Hot Pot,29.67,21.17,65,Male,Middle,8.5,28.65
2535,Dim Sum,12.52,21.35,58,Non-Binary,Low,-8.830000000000002,-70.53
2536,Sweet & Sour Pork,10.99,20.27,38,Male,High,-9.28,-84.44
2537,Dim Sum,39.52,4.52,54,Female,Middle,35.0,88.56
2538,Hot Pot,60.74,22.44,19,Male,Middle,38.3,63.06
2539,Sweet & Sour Pork,23.25,41.97,39,Female,Middle,-18.72,-80.52
2540,Sweet & Sour Pork,60.1,30.5,21,Non-Binary,High,29.6,49.25
2541,Hot Pot,29.75,26.53,25,Male,High,3.219999999999999,10.82
2542,Spring Rolls,68.22,28.28,54,Non-Binary,Middle,39.94,58.55
2543,Dim Sum,60.69,18.55,64,Male,Middle,42.14,69.43
2544,Dim Sum,13.78,7.74,21,Male,High,6.039999999999999,43.83
2545,Dim Sum,48.97,30.74,46,Female,Low,18.23,37.23
2546,Dim Sum,64.22,9.9,24,Non-Binary,Middle,54.32,84.58
2547,Fried Rice,27.52,40.25,39,Male,Middle,-12.73,-46.26
2548,Sweet & Sour Pork,40.05,39.48,42,Non-Binary,Middle,0.5700000000000003,1.42
2549,Sweet & Sour Pork,58.11,6.54,30,Non-Binary,High,51.57,88.75
2550,Noodles,42.56,8.99,18,Female,Middle,33.57,78.88
2551,Fried Rice,56.47,34.94,40,Non-Binary,Low,21.53,38.13
2552,Spring Rolls,16.65,37.12,63,Non-Binary,High,-20.47,-122.94
2553,Kung Pao Chicken,65.31,43.42,35,Non-Binary,Low,21.89,33.52
2554,Kung Pao Chicken,15.7,34.52,61,Non-Binary,Low,-18.820000000000004,-119.87
2555,Kung Pao Chicken,27.27,22.55,34,Female,Middle,4.719999999999999,17.31
2556,Sweet & Sour Pork,50.72,16.59,60,Non-Binary,High,34.129999999999995,67.29
2557,Hot Pot,29.41,9.01,57,Non-Binary,Low,20.4,69.36
2558,Dim Sum,65.33,14.2,57,Non-Binary,Middle,51.129999999999995,78.26
2559,Dim Sum,27.85,36.77,18,Male,Low,-8.920000000000002,-32.03
2560,Spring Rolls,24.95,43.39,64,Male,Middle,-18.44,-73.91
2561,Dim Sum,58.08,27.42,61,Male,Low,30.659999999999997,52.79
2562,Noodles,50.02,17.33,54,Male,Middle,32.690000000000005,65.35
2563,Dim Sum,25.8,6.72,24,Non-Binary,High,19.080000000000002,73.95
2564,Spring Rolls,11.84,35.42,56,Male,Middle,-23.580000000000002,-199.16
2565,Sweet & Sour Pork,33.64,6.64,57,Non-Binary,Low,27.0,80.26
2566,Hot Pot,29.68,14.91,25,Non-Binary,High,14.77,49.76
2567,Noodles,62.7,13.5,61,Non-Binary,Low,49.2,78.47
2568,Sweet & Sour Pork,64.13,24.92,52,Male,Low,39.209999999999994,61.14
2569,Spring Rolls,41.62,6.51,65,Male,Middle,35.11,84.36
2570,Hot Pot,67.94,13.11,35,Male,Low,54.83,80.7
2571,Fried Rice,28.16,42.48,27,Male,Middle,-14.319999999999997,-50.85
2572,Fried Rice,46.21,37.7,34,Male,Middle,8.509999999999998,18.42
2573,Sweet & Sour Pork,26.31,12.76,50,Female,Low,13.549999999999999,51.5
2574,Spring Rolls,11.13,39.35,67,Non-Binary,High,-28.22,-253.55
2575,Noodles,14.0,4.65,32,Female,High,9.35,66.79
2576,Kung Pao Chicken,8.89,41.08,67,Non-Binary,Low,-32.19,-362.09
2577,Kung Pao Chicken,13.86,32.4,29,Male,High,-18.54,-133.77
2578,Spring Rolls,69.75,14.93,50,Male,Low,54.82,78.59
2579,Sweet & Sour Pork,13.37,11.32,25,Female,Low,2.049999999999999,15.33
2580,Kung Pao Chicken,62.3,20.55,22,Female,Low,41.75,67.01
2581,Dim Sum,63.71,16.13,62,Male,Middle,47.58,74.68
2582,Sweet & Sour Pork,40.76,41.93,25,Non-Binary,Low,-1.1700000000000017,-2.87
2583,Fried Rice,40.12,23.89,18,Non-Binary,Middle,16.229999999999997,40.45
2584,Kung Pao Chicken,51.16,19.5,23,Female,Middle,31.659999999999997,61.88
2585,Hot Pot,23.4,33.59,55,Non-Binary,High,-10.190000000000005,-43.55
2586,Fried Rice,25.8,16.4,41,Female,Middle,9.400000000000002,36.43
2587,Sweet & Sour Pork,8.67,24.23,69,Male,High,-15.56,-179.47
2588,Kung Pao Chicken,18.63,34.3,30,Male,Low,-15.669999999999998,-84.11
2589,Sweet & Sour Pork,42.11,16.75,45,Male,Low,25.36,60.22
2590,Spring Rolls,27.02,15.79,55,Male,Middle,11.23,41.56
2591,Spring Rolls,59.48,31.79,62,Male,Low,27.689999999999998,46.55
2592,Spring Rolls,58.22,23.95,25,Non-Binary,High,34.269999999999996,58.86
2593,Sweet & Sour Pork,32.62,16.84,27,Non-Binary,High,15.779999999999998,48.38
2594,Kung Pao Chicken,52.32,35.09,58,Non-Binary,High,17.229999999999997,32.93
2595,Noodles,59.1,9.11,62,Female,Middle,49.99,84.59
2596,Hot Pot,56.41,11.41,66,Non-Binary,Middle,45.0,79.77
2597,Noodles,66.67,17.58,19,Male,Low,49.09,73.63
2598,Spring Rolls,21.07,32.42,25,Non-Binary,Low,-11.350000000000001,-53.87
2599,Hot Pot,45.1,8.12,56,Non-Binary,Middle,36.980000000000004,82.0
2600,Noodles,36.97,14.76,35,Non-Binary,Low,22.21,60.08
2601,Sweet & Sour Pork,8.22,26.22,18,Male,Low,-18.0,-218.98
2602,Noodles,52.49,3.01,60,Male,Middle,49.480000000000004,94.27
2603,Spring Rolls,13.43,29.88,60,Female,Middle,-16.45,-122.49
2604,Noodles,19.46,20.83,34,Male,Middle,-1.3699999999999974,-7.04
2605,Noodles,54.46,33.86,31,Female,Middle,20.6,37.83
2606,Noodles,65.77,36.91,59,Female,High,28.86,43.88
2607,Noodles,53.06,38.69,34,Non-Binary,High,14.370000000000005,27.08
2608,Noodles,62.76,31.35,53,Male,Low,31.409999999999997,50.05
2609,Spring Rolls,39.86,17.58,65,Female,Middle,22.28,55.9
2610,Noodles,38.17,21.2,53,Male,High,16.970000000000002,44.46
2611,Noodles,25.63,43.41,62,Male,Low,-17.779999999999998,-69.37
2612,Noodles,12.27,23.35,40,Male,Low,-11.080000000000002,-90.3
2613,Fried Rice,18.42,36.16,32,Non-Binary,Middle,-17.739999999999995,-96.31
2614,Sweet & Sour Pork,21.84,25.3,41,Male,Middle,-3.460000000000001,-15.84
2615,Kung Pao Chicken,62.14,30.6,68,Non-Binary,High,31.54,50.76
2616,Dim Sum,8.15,30.12,45,Non-Binary,High,-21.97,-269.57
2617,Spring Rolls,34.17,19.59,35,Non-Binary,Low,14.580000000000002,42.67
2618,Noodles,68.25,17.88,31,Female,Low,50.370000000000005,73.8
2619,Spring Rolls,64.22,33.23,61,Male,High,30.990000000000002,48.26
2620,Sweet & Sour Pork,14.88,7.95,50,Male,Middle,6.930000000000001,46.57
2621,Kung Pao Chicken,54.14,39.36,68,Female,Low,14.780000000000001,27.3
2622,Noodles,62.07,5.65,22,Male,Low,56.42,90.9
2623,Dim Sum,19.64,25.6,20,Female,High,-5.960000000000001,-30.35
2624,Noodles,23.6,30.49,47,Non-Binary,Middle,-6.889999999999997,-29.19
2625,Kung Pao Chicken,50.39,14.47,24,Female,Low,35.92,71.28
2626,Spring Rolls,54.98,16.42,47,Male,Middle,38.559999999999995,70.13
2627,Hot Pot,62.29,26.48,55,Non-Binary,Middle,35.81,57.49
2628,Sweet & Sour Pork,32.67,17.33,43,Non-Binary,Middle,15.340000000000003,46.95
2629,Dim Sum,10.97,24.93,36,Female,Middle,-13.959999999999999,-127.26
2630,Spring Rolls,68.55,10.68,58,Male,Middle,57.87,84.42
2631,Noodles,24.05,4.99,22,Female,Middle,19.060000000000002,79.25
2632,Hot Pot,55.74,21.17,59,Female,Middle,34.57,62.02
2633,Sweet & Sour Pork,65.0,43.16,29,Non-Binary,High,21.840000000000003,33.6
2634,Kung Pao Chicken,41.55,16.67,30,Non-Binary,Low,24.879999999999995,59.88
2635,Kung Pao Chicken,40.46,12.64,32,Female,Low,27.82,68.76
2636,Noodles,22.9,11.35,48,Non-Binary,Middle,11.549999999999999,50.44
2637,Fried Rice,11.78,12.24,52,Male,Middle,-0.46000000000000085,-3.9
2638,Hot Pot,14.85,42.76,68,Male,High,-27.909999999999997,-187.95
2639,Hot Pot,52.86,35.27,69,Female,High,17.589999999999996,33.28
2640,Noodles,20.34,16.22,65,Male,Middle,4.120000000000001,20.26
2641,Kung Pao Chicken,38.73,5.92,27,Female,Middle,32.809999999999995,84.71
2642,Sweet & Sour Pork,40.14,4.37,25,Male,Middle,35.77,89.11
2643,Spring Rolls,65.46,10.33,53,Male,Middle,55.129999999999995,84.22
2644,Noodles,41.51,42.15,19,Male,Middle,-0.6400000000000006,-1.54
2645,Hot Pot,46.16,3.96,69,Female,Middle,42.199999999999996,91.42
2646,Kung Pao Chicken,58.3,18.64,23,Female,Low,39.66,68.03
2647,Noodles,26.68,7.22,52,Male,Middle,19.46,72.94
2648,Hot Pot,50.63,15.41,55,Male,Low,35.22,69.56
2649,Hot Pot,14.08,35.9,61,Female,Low,-21.82,-154.97
2650,Noodles,12.4,16.24,44,Female,Low,-3.839999999999998,-30.97
2651,Dim Sum,68.08,13.82,55,Male,High,54.26,79.7
2652,Fried Rice,27.58,28.04,58,Female,High,-0.46000000000000085,-1.67
2653,Dim Sum,36.4,31.18,53,Male,High,5.219999999999999,14.34
2654,Kung Pao Chicken,17.47,12.62,47,Female,Middle,4.85,27.76
2655,Sweet & Sour Pork,26.85,11.18,22,Non-Binary,Low,15.670000000000002,58.36
2656,Noodles,63.92,26.94,32,Male,Low,36.980000000000004,57.85
2657,Spring Rolls,65.8,29.29,65,Male,Middle,36.51,55.49
2658,Spring Rolls,46.68,7.72,55,Female,Middle,38.96,83.46
2659,Dim Sum,20.64,32.2,28,Male,Low,-11.560000000000002,-56.01
2660,Kung Pao Chicken,67.27,9.56,37,Male,Low,57.709999999999994,85.79
2661,Dim Sum,56.52,7.32,63,Female,Low,49.2,87.05
2662,Noodles,14.11,34.09,61,Male,Middle,-19.980000000000004,-141.6
2663,Sweet & Sour Pork,50.37,28.45,46,Male,Middle,21.919999999999998,43.52
2664,Hot Pot,33.64,15.71,65,Female,Low,17.93,53.3
2665,Dim Sum,10.2,3.28,50,Male,High,6.92,67.84
2666,Noodles,23.32,15.31,49,Male,Middle,8.01,34.35
2667,Fried Rice,41.92,32.01,27,Male,Low,9.910000000000004,23.64
2668,Spring Rolls,43.58,4.28,67,Non-Binary,High,39.3,90.18
2669,Hot Pot,67.83,43.42,38,Male,High,24.409999999999997,35.99
2670,Kung Pao Chicken,36.94,25.18,46,Male,High,11.759999999999998,31.84
2671,Fried Rice,29.41,33.07,68,Female,Low,-3.66,-12.44
2672,Spring Rolls,63.04,14.4,34,Non-Binary,Middle,48.64,77.16
2673,Hot Pot,39.68,20.35,47,Non-Binary,High,19.33,48.71
2674,Fried Rice,41.81,11.17,66,Non-Binary,Middle,30.64,73.28
2675,Spring Rolls,20.17,25.06,30,Male,Low,-4.889999999999997,-24.24
2676,Fried Rice,56.62,44.89,38,Non-Binary,Low,11.729999999999997,20.72
2677,Sweet & Sour Pork,56.46,12.31,18,Male,Middle,44.15,78.2
2678,Dim Sum,42.54,12.34,24,Female,High,30.2,70.99
2679,Hot Pot,30.98,3.49,58,Female,Low,27.490000000000002,88.73
2680,Kung Pao Chicken,43.83,29.25,52,Non-Binary,Low,14.579999999999998,33.26
2681,Sweet & Sour Pork,58.99,11.6,36,Female,Middle,47.39,80.34
2682,Kung Pao Chicken,49.97,9.61,47,Non-Binary,High,40.36,80.77
